"","scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","user_id","user_name","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"372","Bromus tectorum","2024-06-12 08:29:20 -0600","","Shepherd Ct NE, Rio Rancho, NM, US",35.34035,-106.5890716667,NA,"Cheatgrass","https://www.inaturalist.org/observations/222244287","https://inaturalist-open-data.s3.amazonaws.com/photos/393660018/medium.jpg","park1604",222244287,"","Plantae",58369,0,0,"2024-06-12 08:29:20-06:00","2024-06-12","2024-06-12 14:29:20 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",54960,"Maggie Park","2024-06-12 14:39:05 UTC","2024-06-12 14:39:15 UTC","needs_id","CC-BY-NC",NA,3,"false"
"373","Bromus tectorum","2024-06-12 08:26:49 -0600","","Sage Dr, Mimbres, NM, US",32.8427579979,-107.9625062511,NA,"Cheatgrass","https://www.inaturalist.org/observations/222243002","https://static.inaturalist.org/photos/393658035/medium.jpg","joanneandyhogan",222243002,"","Plantae",58369,0,0,"2024-06-12 08:26:49-06:00","2024-06-12","2024-06-12 14:26:49 UTC","Mountain Time (US & Canada)",3,3,"",NA,"false","","",2229968,"Joanne_Andy Hogan","2024-06-12 14:32:45 UTC","2024-08-30 18:34:03 UTC","needs_id","",NA,3,"false"
"374","Bromus tectorum","2024-04-29 14:38:00 -0600","","Piedra Lisa Trail, New Mexico 87122, USA",35.2528347,-106.4723872,NA,"Cheatgrass","https://www.inaturalist.org/observations/221921063","https://inaturalist-open-data.s3.amazonaws.com/photos/393048076/medium.jpeg","brandtmagic",221921063,"Cheatgrass","Plantae",58369,3,0,"2024/04/29 2:38 PM","2024-04-29","2024-04-29 20:38:00 UTC","Mountain Time (US & Canada)",2916,2916,"",NA,"false","","",1017876,"Brandt Magic","2024-06-10 23:04:39 UTC","2024-06-16 11:20:53 UTC","research","CC-BY-NC",NA,NA,"false"
"375","Bromus tectorum","2024-06-09 20:00:20 -0600","","Placitas, NM 87043, USA",35.31445,-106.4813777778,NA,"Cheatgrass","https://www.inaturalist.org/observations/221727066","https://inaturalist-open-data.s3.amazonaws.com/photos/392685703/medium.jpeg","philly96",221727066,"Cheatgrass","Plantae",58369,0,0,"2024-06-09 20:00:20","2024-06-09","2024-06-10 02:00:20 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","gps","gps",2291190,"Philip Kline","2024-06-10 02:01:00 UTC","2024-06-10 02:01:12 UTC","needs_id","CC-BY-NC",NA,2,"false"
"376","Bromus tectorum","2024-06-09 10:23:11 -0600","","Tijeras, NM 87059, USA",35.0841636389,-106.3709106389,NA,"Cheatgrass","https://www.inaturalist.org/observations/221608127","https://static.inaturalist.org/photos/392461696/medium.jpeg","joe1354",221608127,"Cheatgrass","Plantae",58369,0,0,"2024-06-09 10:23:11","2024-06-09","2024-06-09 16:23:11 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","","",6017468,"joe stehling","2024-06-09 16:57:54 UTC","2024-06-11 20:33:17 UTC","needs_id","",NA,2,"false"
"377","Bromus tectorum","2024-06-07 19:46:09 -0600","","Ranchitos Rd NE, Albuquerque, NM, US",35.1695366667,-106.5115283333,NA,"Cheatgrass","https://www.inaturalist.org/observations/221265766","https://static.inaturalist.org/photos/391838453/medium.jpg","anniabqplants",221265766,"","Plantae",58369,0,0,"2024-06-07 19:46:09-06:00","2024-06-07","2024-06-08 01:46:09 UTC","Mountain Time (US & Canada)",35,35,"",NA,"false","","",6789749,"Anni Hanna","2024-06-08 09:11:10 UTC","2024-06-08 09:11:17 UTC","needs_id","",NA,3,"false"
"378","Bromus tectorum","2024-06-07 18:30:21 -0600","","Bernalillo County, US-NM, US",35.138559628,-106.5682971105,NA,"Cheatgrass","https://www.inaturalist.org/observations/221209629","https://inaturalist-open-data.s3.amazonaws.com/photos/391730969/medium.jpeg","fungal_escapades",221209629,"Cheatgrass","Plantae",58369,0,0,"2024-06-07 18:30:21","2024-06-07","2024-06-08 00:30:21 UTC","Mountain Time (US & Canada)",5014,5014,"",NA,"false","gps","gps",6509291,"","2024-06-08 00:40:08 UTC","2024-07-23 01:21:46 UTC","needs_id","CC-BY-NC",NA,2,"false"
"379","Bromus tectorum","2024-05-12 08:27:00 -0600","","Bernalillo County, NM, USA",35.1602617388,-106.669947806,NA,"Cheatgrass","https://www.inaturalist.org/observations/221165350","https://inaturalist-open-data.s3.amazonaws.com/photos/391637194/medium.jpeg","colleen-shackley",221165350,"Bromus tectorum","Plantae",58369,0,0,"2024/05/12 8:27 AM","2024-05-12","2024-05-12 14:27:00 UTC","Mountain Time (US & Canada)",30,30,"",NA,"false","","",42232,"Colleen Schackley","2024-06-07 20:15:01 UTC","2024-06-07 20:15:01 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"380","Bromus tectorum","2024-06-04 09:17:30 -0600","","Crownpoint",35.7019042969,-108.1376724243,NA,"Cheatgrass","https://www.inaturalist.org/observations/220483257","https://inaturalist-open-data.s3.amazonaws.com/photos/390367113/medium.jpeg","heather29",220483257,"","Plantae",58369,0,0,"Tue Jun 04 2024 09:17:30 GMT -0600 (MDT)","2024-06-04","2024-06-04 15:17:30 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",213333,"Heather Gottfried Lloyd","2024-06-04 15:17:42 UTC","2024-06-04 15:17:50 UTC","needs_id","CC-BY",NA,333,"false"
"381","Bromus tectorum","2024-06-03 15:50:26 -0600","","Bernalillo Watershed Research Natural Area, Placitas, NM, US",35.2965,-106.4795133333,NA,"Cheatgrass","https://www.inaturalist.org/observations/220360976","https://inaturalist-open-data.s3.amazonaws.com/photos/390137292/medium.jpg","scincus",220360976,"Cheatgrass","Plantae",58369,1,0,"2024-06-03 15:50:26-06:00","2024-06-03","2024-06-03 21:50:26 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",110617,"","2024-06-03 23:36:38 UTC","2024-11-18 21:06:13 UTC","needs_id","CC-BY-NC",NA,3,"false"
"382","Bromus tectorum","2024-06-03 15:29:57 -0600","","Gallina Canyon Rd, Taos, NM, US",36.5631344682,-105.5933355914,NA,"Cheatgrass","https://www.inaturalist.org/observations/220339296","https://inaturalist-open-data.s3.amazonaws.com/photos/390096335/medium.jpg","rbesser",220339296,"","Plantae",58369,0,0,"2024-06-03 15:29:57-06:00","2024-06-03","2024-06-03 21:29:57 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",5954595,"","2024-06-03 21:30:16 UTC","2024-06-03 21:52:36 UTC","needs_id","CC-BY-NC",NA,3,"false"
"383","Bromus tectorum","2024-06-01 10:16:07 -0600","","Santa Fe, NM 87508, USA",35.4452888889,-106.1226138889,NA,"Cheatgrass","https://www.inaturalist.org/observations/219844379","https://inaturalist-open-data.s3.amazonaws.com/photos/389163784/medium.jpeg","sylvankaufman1",219844379,"Cheatgrass","Plantae",58369,1,0,"2024-06-01 10:16:07","2024-06-01","2024-06-01 16:16:07 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","gps","gps",18265,"Sylvan Kaufman","2024-06-01 21:25:13 UTC","2024-06-02 03:57:32 UTC","research","CC-BY-NC",NA,2,"false"
"384","Bromus tectorum","2024-05-30 08:17:48 -0600","","Placitas, NM 87043, USA",35.2335472222,-106.4035083333,NA,"Cheatgrass","https://www.inaturalist.org/observations/219323949","https://inaturalist-open-data.s3.amazonaws.com/photos/388195443/medium.jpeg","philly96",219323949,"Cheatgrass","Plantae",58369,0,0,"2024-05-30 08:17:48","2024-05-30","2024-05-30 14:17:48 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","gps","gps",2291190,"Philip Kline","2024-05-30 14:20:48 UTC","2024-05-30 14:21:06 UTC","needs_id","CC-BY-NC",NA,2,"false"
"385","Bromus tectorum","2024-05-29 11:30:34 -0600","","Maestas Rd, Ranchos De Taos, NM, US",36.33965,-105.5889133333,NA,"Cheatgrass","https://www.inaturalist.org/observations/219187657","https://static.inaturalist.org/photos/387938231/medium.jpg","willjaremkowright",219187657,"Cheatgrass","Plantae",58369,1,0,"2024-05-29 11:30:34-06:00","2024-05-29","2024-05-29 17:30:34 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",657841,"Will Jaremko-Wright","2024-05-29 20:39:00 UTC","2024-05-30 15:02:07 UTC","research","",NA,3,"false"
"386","Bromus tectorum","2024-05-29 11:23:04 -0600","","Rio Grande del Norte National Monument, Cerro, NM, US",36.7484743987,-105.6182062068,NA,"Cheatgrass","https://www.inaturalist.org/observations/219151749","https://inaturalist-open-data.s3.amazonaws.com/photos/387869243/medium.jpg","kmwilliams0",219151749,"","Plantae",58369,0,0,"2024-05-29 11:23:04-06:00","2024-05-29","2024-05-29 17:23:04 UTC","Mountain Time (US & Canada)",7,7,"",NA,"false","","",5725657,"Kiley Williams","2024-05-29 17:33:12 UTC","2024-05-29 17:58:25 UTC","needs_id","CC-BY-NC",NA,3,"false"
"387","Bromus tectorum","2024-05-28 13:29:54 -0600","","Santa Fe, NM, USA",35.64222637,-105.99062323,NA,"Cheatgrass","https://www.inaturalist.org/observations/218975709","https://inaturalist-open-data.s3.amazonaws.com/photos/387539092/medium.jpeg","hghghg",218975709,"Cheatgrass","Plantae",58369,1,0,"2024-05-28 13:29:54","2024-05-28","2024-05-28 19:29:54 UTC","Mountain Time (US & Canada)",8,8,"",NA,"false","","",5296072,"Helen G","2024-05-28 20:53:44 UTC","2024-05-29 20:36:08 UTC","research","CC-BY-NC",NA,2,"false"
"388","Bromus tectorum","2024-05-27 10:59:23 -0600","","Balsa Ct, Santa Fe, NM, US",35.5352220324,-105.9514858001,NA,"Cheatgrass","https://www.inaturalist.org/observations/218679998","https://inaturalist-open-data.s3.amazonaws.com/photos/387403718/medium.jpg","dfoehring",218679998,"Cheatgrass","Plantae",58369,1,0,"2024-05-27 10:59:23-06:00","2024-05-27","2024-05-27 16:59:23 UTC","Mountain Time (US & Canada)",6,6,"",NA,"false","","",200416,"","2024-05-27 17:00:09 UTC","2024-05-28 14:45:29 UTC","research","CC-BY-NC",NA,3,"false"
"389","Bromus tectorum","2024-05-24 10:38:00 -0600","","Gallup, NM, USA",35.5129235855,-108.835212877,NA,"Cheatgrass","https://www.inaturalist.org/observations/218531013","https://inaturalist-open-data.s3.amazonaws.com/photos/386703966/medium.jpeg","williamharmonlds",218531013,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:38 AM","2024-05-24","2024-05-24 16:38:00 UTC","Mountain Time (US & Canada)",98,98,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:48:03 UTC","2024-05-27 00:48:03 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"390","Bromus tectorum","2024-05-24 10:35:00 -0600","","Gallup, NM, USA",35.512509599,-108.8351935436,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530989","https://inaturalist-open-data.s3.amazonaws.com/photos/386702826/medium.jpeg","williamharmonlds",218530989,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:35 AM","2024-05-24","2024-05-24 16:35:00 UTC","Mountain Time (US & Canada)",104,104,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:59 UTC","2024-05-27 00:47:59 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"391","Bromus tectorum","2024-05-24 10:33:00 -0600","","Gallup, NM, USA",35.511982932,-108.8350784153,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530969","https://inaturalist-open-data.s3.amazonaws.com/photos/386589554/medium.jpeg","williamharmonlds",218530969,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:33 AM","2024-05-24","2024-05-24 16:33:00 UTC","Mountain Time (US & Canada)",64,64,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:55 UTC","2024-05-27 00:47:55 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"392","Bromus tectorum","2024-05-24 10:31:00 -0600","","Gallup, NM, USA",35.5114934179,-108.8352949134,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530953","https://inaturalist-open-data.s3.amazonaws.com/photos/386588260/medium.jpeg","williamharmonlds",218530953,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:31 AM","2024-05-24","2024-05-24 16:31:00 UTC","Mountain Time (US & Canada)",44,44,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:53 UTC","2024-05-27 00:47:53 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"393","Bromus tectorum","2024-05-24 10:30:00 -0600","","Gallup, NM, USA",35.5114934179,-108.8352949134,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530942","https://inaturalist-open-data.s3.amazonaws.com/photos/386587468/medium.jpeg","williamharmonlds",218530942,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:30 AM","2024-05-24","2024-05-24 16:30:00 UTC","Mountain Time (US & Canada)",44,44,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:51 UTC","2024-05-27 00:47:51 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"394","Bromus tectorum","2024-05-24 10:28:00 -0600","","Gallup, NM, USA",35.5111428619,-108.8358482203,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530920","https://inaturalist-open-data.s3.amazonaws.com/photos/386584764/medium.jpeg","williamharmonlds",218530920,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:28 AM","2024-05-24","2024-05-24 16:28:00 UTC","Mountain Time (US & Canada)",75,75,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:48 UTC","2024-05-27 00:47:48 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"395","Bromus tectorum","2024-05-24 10:25:00 -0600","","Gallup, NM, USA",35.5105671526,-108.8363380678,NA,"Cheatgrass","https://www.inaturalist.org/observations/218530901","https://inaturalist-open-data.s3.amazonaws.com/photos/386583149/medium.jpeg","williamharmonlds",218530901,"Cheatgrass · Yé'iibe'ets'os","Plantae",58369,0,0,"2024/05/24 10:25 AM","2024-05-24","2024-05-24 16:25:00 UTC","Mountain Time (US & Canada)",59,59,"",NA,"false","","",1099943,"William Harmon","2024-05-27 00:47:44 UTC","2024-05-27 00:47:44 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"396","Bromus tectorum","2024-05-23 17:47:37 -0600","","Arroyo Hondo",36.5018615723,-105.6608200073,NA,"Cheatgrass","https://www.inaturalist.org/observations/217795789","https://inaturalist-open-data.s3.amazonaws.com/photos/385336056/medium.jpeg","walkstx",217795789,"Cheatgrass","Plantae",58369,1,0,"Thu May 23 2024 17:47:37 GMT -0600 (GMT-6)","2024-05-23","2024-05-23 23:47:37 UTC","Mountain Time (US & Canada)",100,100,"",NA,"false","","",5020611,"Dr. Walker","2024-05-23 23:48:56 UTC","2024-05-24 22:31:57 UTC","research","CC-BY-NC",NA,333,"false"
"397","Bromus tectorum","2024-05-20 15:02:42 -0600","","Santa Fe National Forest, Montezuma, NM, US",35.683155,-105.4575883333,NA,"Cheatgrass","https://www.inaturalist.org/observations/217780283","https://inaturalist-open-data.s3.amazonaws.com/photos/385305533/medium.jpg","am12",217780283,"Cheatgrass","Plantae",58369,1,0,"2024-05-20 15:02:42-06:00","2024-05-20","2024-05-20 21:02:42 UTC","Mountain Time (US & Canada)",6,6,"",NA,"false","","",2208471,"A. M.","2024-05-23 22:08:25 UTC","2024-05-24 22:33:05 UTC","needs_id","CC-BY-NC",NA,3,"false"
"398","Bromus tectorum","2024-05-18 11:25:12 -0600","","Chamisa Rd, Taos, NM, US",36.3761466667,-105.6007916667,NA,"Cheatgrass","https://www.inaturalist.org/observations/216687368","https://static.inaturalist.org/photos/383246893/medium.jpg","willjaremkowright",216687368,"Cheatgrass","Plantae",58369,1,0,"2024-05-18 11:25:12-06:00","2024-05-18","2024-05-18 17:25:12 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",657841,"Will Jaremko-Wright","2024-05-19 02:22:39 UTC","2024-05-19 23:29:17 UTC","research","",NA,3,"false"
"399","Bromus tectorum","2024-05-17 13:56:00 -0600","","Cliff, NM, USA",32.9399166667,-108.60715,NA,"Cheatgrass","https://www.inaturalist.org/observations/216406322","https://inaturalist-open-data.s3.amazonaws.com/photos/382721614/medium.jpeg","radhaveach",216406322,"Cheatgrass","Plantae",58369,1,0,"2024/05/17 1:56 PM","2024-05-17","2024-05-17 19:56:00 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","","",6375545,"Radha Veach","2024-05-17 22:45:18 UTC","2024-05-18 16:24:29 UTC","research","CC-BY-NC",NA,NA,"false"
"400","Bromus tectorum","2024-05-15 19:37:53 -0600","","Carson National Forest, Ranchos De Taos, NM, US",36.27375,-105.568445,NA,"Cheatgrass","https://www.inaturalist.org/observations/216162628","https://inaturalist-open-data.s3.amazonaws.com/photos/382262545/medium.jpg","benjaminmgravel",216162628,"","Plantae",58369,0,0,"2024-05-15 19:37:53-06:00","2024-05-15","2024-05-16 01:37:53 UTC","Mountain Time (US & Canada)",9,9,"",NA,"false","","",8144381,"","2024-05-16 18:50:19 UTC","2024-05-16 18:50:32 UTC","needs_id","CC-BY-NC",NA,3,"false"
"401","Bromus tectorum","2024-05-15 13:00:00 -0600","","Sandoval County, NM, USA",35.7690397539,-106.2645037008,NA,"Cheatgrass","https://www.inaturalist.org/observations/215985858","https://inaturalist-open-data.s3.amazonaws.com/photos/381924695/medium.jpeg","andershastings",215985858,"Cheatgrass","Plantae",58369,1,0,"2024/05/15 1:00 PM","2024-05-15","2024-05-15 19:00:00 UTC","Mountain Time (US & Canada)",5,5,"",NA,"false","","",3133739,"Anders Hastings","2024-05-15 20:56:22 UTC","2024-06-02 17:14:44 UTC","research","CC-BY",NA,NA,"false"
"402","Bromus tectorum","2024-05-13 08:46:13 -0600","","Twin Buttes Dr NE, Rio Rancho, NM, US",35.30007,-106.5879366667,NA,"Cheatgrass","https://www.inaturalist.org/observations/215838946","https://inaturalist-open-data.s3.amazonaws.com/photos/381652730/medium.jpg","bentforkz",215838946,"","Plantae",58369,0,0,"2024-05-13 08:46:13-06:00","2024-05-13","2024-05-13 14:46:13 UTC","Mountain Time (US & Canada)",13,13,"",NA,"false","","",1186545,"Ethan Wright-Magoon","2024-05-15 02:55:53 UTC","2024-05-15 02:55:59 UTC","needs_id","CC0",NA,3,"false"
"403","Bromus tectorum","2024-05-14 12:43:35 -0600","","CR-142, Hernandez, NM, US",36.1637888337,-106.1664650683,NA,"Cheatgrass","https://www.inaturalist.org/observations/215760896","https://static.inaturalist.org/photos/381501101/medium.jpg","brett392",215760896,"","Plantae",58369,0,0,"2024-05-14 12:43:35-06:00","2024-05-14","2024-05-14 18:43:35 UTC","Mountain Time (US & Canada)",7,7,"",NA,"false","","",6692341,"Brett Baer","2024-05-14 18:54:32 UTC","2024-05-14 18:59:56 UTC","needs_id","",NA,3,"false"
"404","Bromus tectorum","2024-05-09 19:48:08 -0600","","San Juan Blvd, Farmington, NM, US",36.7334005097,-108.1852723473,NA,"Cheatgrass","https://www.inaturalist.org/observations/214708480","https://inaturalist-open-data.s3.amazonaws.com/photos/379535456/medium.jpg","cadcock53",214708480,"","Plantae",58369,0,0,"2024-05-09 19:48:08-06:00","2024-05-09","2024-05-10 01:48:08 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",2794498,"","2024-05-10 01:48:23 UTC","2024-05-10 01:48:31 UTC","needs_id","CC-BY-NC",NA,3,"false"
"405","Bromus tectorum","2024-05-09 14:49:00 -0600","","Bloomfield",36.5157699585,-107.9563293457,NA,"Cheatgrass","https://www.inaturalist.org/observations/214662764","https://inaturalist-open-data.s3.amazonaws.com/photos/379449520/medium.jpeg","beerdid1",214662764,"","Plantae",58369,0,0,"Thu May 09 2024 14:49:00 GMT -0600 (GMT-6)","2024-05-09","2024-05-09 20:49:00 UTC","Mountain Time (US & Canada)",4900,4900,"",NA,"false","","",5894304,"John W. Iliff","2024-05-09 20:49:11 UTC","2024-05-09 20:49:33 UTC","needs_id","CC-BY-NC",NA,333,"false"
"406","Bromus tectorum","2024-05-06 13:02:03 -0600","","Rio Rancho, NM 87144, USA",35.3463032278,-106.7632400617,NA,"Cheatgrass","https://www.inaturalist.org/observations/214064370","https://inaturalist-open-data.s3.amazonaws.com/photos/378331718/medium.jpeg","melaniegonzales",214064370,"Cheatgrass","Plantae",58369,1,0,"2024-05-06 13:02:03","2024-05-06","2024-05-06 19:02:03 UTC","Mountain Time (US & Canada)",1907,1907,"",NA,"false","","",6929932,"","2024-05-06 21:23:26 UTC","2024-05-07 04:59:57 UTC","research","CC-BY-NC",NA,2,"false"
"407","Bromus tectorum","2024-05-06 06:56:15 -0600","","Bloomfield Blvd, Farmington, NM, US",36.7210055599,-108.1812511497,NA,"Cheatgrass","https://www.inaturalist.org/observations/213967671","https://static.inaturalist.org/photos/378158681/medium.jpg","colorado_ryno",213967671,"","Plantae",58369,0,0,"2024-05-06 06:56:15-06:00","2024-05-06","2024-05-06 12:56:15 UTC","Mountain Time (US & Canada)",5,5,"",NA,"false","","",5911996,"Ryan Diehl","2024-05-06 12:56:52 UTC","2024-05-06 12:56:58 UTC","needs_id","",NA,3,"false"
"408","Bromus tectorum","2024-05-04 17:19:39 -0600","","Cibola National Forest, Albuquerque, NM, US",35.2050083333,-106.5033283333,NA,"Cheatgrass","https://www.inaturalist.org/observations/213577809","https://static.inaturalist.org/photos/377459822/medium.jpg","matttryc",213577809,"","Plantae",58369,0,0,"2024-05-04 17:19:39-06:00","2024-05-04","2024-05-04 23:19:39 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",384994,"","2024-05-05 01:39:49 UTC","2024-05-05 01:39:55 UTC","needs_id","",NA,3,"false"
"409","Bromus tectorum","2024-05-02 11:00:00 -0600","","Punch Ct, Las Leyendas, NM, USA",35.1194190995,-106.2666552693,NA,"Cheatgrass","https://www.inaturalist.org/observations/213498258","https://inaturalist-open-data.s3.amazonaws.com/photos/377312582/medium.jpeg","bmasinton",213498258,"Cheatgrass","Plantae",58369,0,0,"2024/05/02 11:00 AM","2024-05-02","2024-05-02 17:00:00 UTC","Mountain Time (US & Canada)",15,15,"",NA,"false","","",5210850,"","2024-05-04 19:50:43 UTC","2024-10-29 13:00:18 UTC","needs_id","CC-BY-SA",NA,NA,"false"
"410","Bromus tectorum","2024-04-28 09:39:00 -0600","","Sandia Heights South, Albuquerque, NM 87122, USA",35.1668666667,-106.4971777778,NA,"Cheatgrass","https://www.inaturalist.org/observations/213409368","https://inaturalist-open-data.s3.amazonaws.com/photos/377147265/medium.jpg","athenadesertwillow",213409368,"Cheatgrass","Plantae",58369,0,0,"2024/04/28 9:39 AM","2024-04-28","2024-04-28 15:39:00 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","","",8052483,"","2024-05-04 14:18:29 UTC","2024-05-04 14:18:29 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"411","Bromus tectorum","2024-04-28 15:04:00 -0600","","Bernalillo County, NM, USA",35.1918416667,-106.479125,NA,"Cheatgrass","https://www.inaturalist.org/observations/213409228","https://inaturalist-open-data.s3.amazonaws.com/photos/377146425/medium.jpg","athenadesertwillow",213409228,"Cheatgrass","Plantae",58369,0,0,"2024/04/28 3:04 PM","2024-04-28","2024-04-28 21:04:00 UTC","Mountain Time (US & Canada)",5,5,"",NA,"false","","",8052483,"","2024-05-04 14:18:09 UTC","2024-05-04 14:18:09 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"412","Bromus tectorum","2024-05-01 09:57:20 -0600","","Santa Fe, NM, USA",35.6543766914,-105.9358727932,NA,"Cheatgrass","https://www.inaturalist.org/observations/213404026","https://static.inaturalist.org/photos/377146068/medium.jpeg","susan50834",213404026,"","Plantae",58369,0,0,"2024-05-01 09:57:20","2024-05-01","2024-05-01 15:57:20 UTC","Mountain Time (US & Canada)",4,4,"",NA,"false","gps","gps",8101687,"Susan Wright","2024-05-04 13:57:11 UTC","2024-05-05 04:04:48 UTC","needs_id","",NA,2,"false"
"413","Bromus tectorum","2024-05-01 09:57:20 -0600","","Santa Fe, NM, USA",35.6869570536,-105.9377989545,NA,"Cheatgrass","https://www.inaturalist.org/observations/213403980","https://static.inaturalist.org/photos/377145978/medium.jpeg","susan50834",213403980,"","Plantae",58369,0,0,"2024-05-01 09:57:20","2024-05-01","2024-05-01 15:57:20 UTC","Mountain Time (US & Canada)",8452,8452,"",NA,"false","gps","gps",8101687,"Susan Wright","2024-05-04 13:56:56 UTC","2024-05-05 04:04:54 UTC","needs_id","",NA,2,"false"
"414","Bromus tectorum","2024-04-28 16:01:00 -0600","","Santa Fe County, NM, USA",35.6866309722,-105.894299,NA,"Cheatgrass","https://www.inaturalist.org/observations/213245258","https://inaturalist-open-data.s3.amazonaws.com/photos/376836602/medium.jpg","mjwcarr",213245258,"Cheatgrass","Plantae",58369,1,0,"2024/04/28 4:01 PM","2024-04-28","2024-04-28 22:01:00 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","","",374639,"Michael J. W. Carr","2024-05-03 20:57:30 UTC","2024-05-04 04:34:08 UTC","needs_id","CC-BY-NC",NA,NA,"false"
"415","Bromus tectorum","2024-05-03 13:31:32 -0600","","North Wyoming, Albuquerque, NM 87109, USA",35.1657514507,-106.5643656626,NA,"Cheatgrass","https://www.inaturalist.org/observations/213225344","https://static.inaturalist.org/photos/376819108/medium.jpeg","gwatcherofb",213225344,"Cheatgrass","Plantae",58369,0,0,"2024-05-03 13:31:32","2024-05-03","2024-05-03 19:31:32 UTC","Mountain Time (US & Canada)",79,79,"",NA,"false","gps","gps",2104861,"Geneva Harstine","2024-05-03 19:35:06 UTC","2024-05-03 19:35:31 UTC","needs_id","",NA,2,"false"
"416","Bromus tectorum","2024-05-02 19:04:22 -0600","","Sunport, Albuquerque, NM, USA",35.0623426,-106.6085735,NA,"Cheatgrass","https://www.inaturalist.org/observations/213172034","https://static.inaturalist.org/photos/376725434/medium.jpeg","krcely",213172034,"Cheatgrass","Plantae",58369,1,0,"2024-05-02 19:04:22","2024-05-02","2024-05-03 01:04:22 UTC","Mountain Time (US & Canada)",NA,NA,"",NA,"false","gps","gps",6812084,"Karina Rodgers","2024-05-03 16:00:47 UTC","2024-10-10 22:22:19 UTC","research","",NA,2,"false"
"417","Bromus tectorum","2024-05-03 08:36:56 -0600","","Esquila Rd, Santa Fe, NM, US",35.53075423,-105.9368022625,NA,"Cheatgrass","https://www.inaturalist.org/observations/213153621","","dbaron723",213153621,"","Plantae",58369,0,0,"2024-05-03 08:36:56-06:00","2024-05-03","2024-05-03 14:36:56 UTC","Mountain Time (US & Canada)",9,9,"",NA,"false","","",8045061,"","2024-05-03 14:37:26 UTC","2024-05-03 14:37:26 UTC","casual","CC-BY-NC",NA,3,"false"
"418","Bromus tectorum","2024-05-02 11:27:51 -0600","","Cibola National Forest, Tijeras, NM, US",35.0749115507,-106.3833149617,NA,"Cheatgrass","https://www.inaturalist.org/observations/212935538","https://inaturalist-open-data.s3.amazonaws.com/photos/376296860/medium.jpg","terineville",212935538,"","Plantae",58369,0,0,"2024-05-02 11:27:51-06:00","2024-05-02","2024-05-02 17:27:51 UTC","Mountain Time (US & Canada)",3,3,"",NA,"false","","",42635,"Teri Neville","2024-05-02 17:28:31 UTC","2024-05-02 19:07:14 UTC","needs_id","CC0",NA,3,"false"
