ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
2455,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910052, 36.918192),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2456,81,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910856, 36.920341),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2457,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.91028, 36.92003),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2458,95,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910348, 36.92104),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2459,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910714, 36.923777),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2460,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.911508, 36.923899),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2461,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910571, 36.922461),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2462,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910663, 36.924382),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2463,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910474, 36.925664),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2464,81,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910047, 36.927334),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2465,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.909009, 36.928904),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2466,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.908704, 36.92859),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2467,81,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910813, 36.930167),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2468,95,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.909527, 36.931169),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2469,23,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.910088, 36.931891),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
2470,52,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.909168, 36.932987),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2471,95,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.90168, 36.93342),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2472,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.900769, 36.932888),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2473,95,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.898391, 36.933526),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2474,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.896164, 36.933109),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2475,24,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.893954, 36.933439),"Developed, High Intensity",Highly developed areas where people reside or work in high numbers. Impervious surfaces account for 80-100% of the total cover.
2476,81,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.893661, 36.933218),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2477,22,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.891268, 36.931596),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2478,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.889022, 36.9303),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2479,22,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.886997, 36.930458),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2480,11,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.886716, 36.930208),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2481,42,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.887325, 36.928716),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2482,22,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.885684, 36.929133),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2483,81,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.881969, 36.930678),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2484,90,6/13/2005,San Juan,San Juan County,San Juan,2005,c(-107.87893, 36.931474),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2485,42,8/5/2017,Socorro,Socorro County,Salado,2017,c(-107.131003188069, 34.0222326061074),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2486,71,7/27/2016,Colfax,Colfax County,Colfax,2016,c(-104.393936157, 36.9732894897),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2487,11,5/27/2009,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2009,c(-106.065742493, 35.6670608521),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2488,21,5/21/2016,Los Alamos,Los Alamos County,NA,2016,c(-106.307029724, 35.8842926025),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2489,24,7/12/2016,Chaves,Chaves County,Chaves,2016,c(-104.523025513, 33.3942642212),"Developed, High Intensity",Highly developed areas where people reside or work in high numbers. Impervious surfaces account for 80-100% of the total cover.
2490,42,11/20/2015,Los Alamos,Los Alamos County,NA,2015,c(-106.297698975, 35.8977050781),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2491,42,11/14/2016,Los Alamos,Los Alamos County,NA,2016,c(-106.298416138, 35.8976707458),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2492,81,2/20/2017,Bernalillo,Bernalillo County,Ciudad,2017,c(-106.685684204, 34.9715766907),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2493,81,7/1/2017,Bernalillo,Bernalillo County,Ciudad,2017,c(-106.676094055, 34.9802894592),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2494,52,8/27/2017,Santa Fe,Santa Fe County,NA,2017,c(-105.927124023, 35.6728782654),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2495,31,4/25/2014,Sandoval,Sandoval County,Coronado,2014,c(-106.407455444, 35.6660461426),Barren Land (Rock/Sand/Clay),"Areas of bedrock, desert pavement, scarps, talus, slides, sand dunes, gravel pits, and other accumulations of earthen material."
2496,52,8/20/2013,Santa Fe,Santa Fe County,NA,2013,c(-105.92401886, 35.6992454529),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2497,42,7/21/2015,Otero,Otero County,Otero,2015,c(-105.672309875, 33.2608642578),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2498,42,7/15/2012,Taos,Taos County,Taos,2012,c(-105.551811218, 36.1503143311),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2499,42,7/15/2012,Taos,Taos County,Taos,2012,c(-105.551811218, 36.1503143311),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2500,42,7/17/2012,Taos,Taos County,Taos,2012,c(-105.55280304, 36.1505241394),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2501,42,8/17/2011,Taos,Taos County,Taos,2011,c(-105.552284241, 36.1503143311),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2502,42,8/17/2011,Taos,Taos County,Taos,2011,c(-105.552284241, 36.1503143311),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2503,42,8/20/2011,Taos,Taos County,Taos,2011,c(-105.55254364, 36.1507301331),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2504,24,9/13/2015,Bernalillo,Bernalillo County,Ciudad,2015,c(-106.640182495, 35.1941795349),"Developed, High Intensity",Highly developed areas where people reside or work in high numbers. Impervious surfaces account for 80-100% of the total cover.
2505,81,9/27/2015,Bernalillo,Bernalillo County,Ciudad,2015,c(-106.638938904, 35.1943206787),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2506,21,3/30/2016,Bernalillo,Bernalillo County,Ciudad,2016,c(-106.385566711, 35.0823478699),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2507,52,5/20/2016,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2016,c(-106.223045349, 35.8602714539),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2508,52,5/20/2016,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2016,c(-106.215522766, 35.8622589111),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2509,42,6/11/2016,Lincoln,Lincoln County,Upper Hondo,2016,c(-105.676307678, 33.340549469),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2510,22,7/1/2016,Colfax,Colfax County,Colfax,2016,c(-104.441619873, 36.8861579895),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2511,71,7/27/2016,Colfax,Colfax County,Colfax,2016,c(-104.393936157, 36.9732894897),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2512,52,7/27/2016,Colfax,Colfax County,Colfax,2016,c(-104.379959106, 36.9404182434),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2513,82,9/24/2016,Roosevelt,Roosevelt County,Roosevelt,2016,c(-103.216011047, 34.2985191345),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
2514,42,10/25/2016,Otero,Otero County,Otero,2016,c(-105.760757446, 32.9838638306),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2515,23,11/7/2016,Los Alamos,Los Alamos County,NA,2016,c(-106.295066833, 35.8953590393),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
2516,52,7/11/2008,San Juan,San Juan County,San Juan,2008,c(-107.999382019, 36.8373184204),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2517,52,5/14/2017,San Juan,San Juan County,San Juan,2017,c(-107.871200562, 36.5419692993),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2518,52,5/15/2017,Quay,Quay County,NA,2017,c(-103.705780029, 35.1568908691),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2519,42,6/18/2017,Rio Arriba,Rio Arriba County,East Rio Arriba,2017,c(-106.330825806, 36.9701728821),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2520,71,7/29/2017,Otero,Otero County,Otero,2017,c(-105.787597656, 32.8412094116),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2521,95,9/30/2017,San Miguel,San Miguel County,Tierra y Montes,2017,c(-105.224906921, 35.5949172974),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2522,42,10/5/2017,Santa Fe,Santa Fe County,NA,2017,c(-105.9114151, 35.698928833),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2523,90,8/16/2014,Bernalillo,Bernalillo County,Ciudad,2014,c(-106.661476135, 35.0773963928),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2524,90,4/21/2018,Socorro,Socorro County,Socorro,2018,c(-106.887667654182, 34.1191030992513),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2525,42,6/29/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.69160425, 35.75863597),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2526,42,7/14/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6471713, 35.8842426),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2527,81,7/14/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.7584145, 35.8620762),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2528,81,7/14/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.758361, 35.8621228),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2529,42,6/29/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.6914975, 35.7586805),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2530,22,7/14/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.743163, 35.6687376),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2531,42,7/14/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.7589136, 35.8578301),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2532,42,7/21/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.62101181, 35.4017769),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2533,42,8/2/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.84800273, 35.65812905),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2534,42,8/2/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.85238597, 35.65918646),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2535,42,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6620333, 35.8080952),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2536,90,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6847431, 35.7972503),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2537,42,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.7052055, 35.8149895),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2538,42,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6911733, 35.8261683),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2539,42,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6365784, 35.7934747),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2540,42,8/8/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.6694952, 35.8020906),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2541,42,8/15/2018,Lincoln,Lincoln County,Upper Hondo,2018,c(-105.737587306747, 33.4256915934695),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2542,52,8/15/2018,Lincoln,Lincoln County,Upper Hondo,2018,c(-105.740602277318, 33.4238157654492),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2543,42,8/15/2018,Lincoln,Lincoln County,Upper Hondo,2018,c(-105.741673400724, 33.425900344768),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2544,52,8/11/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.3403247, 36.03007293),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2545,90,8/12/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.43694511, 36.12141967),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2546,42,8/14/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.54439829, 35.67731062),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2547,52,8/14/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.58754702, 35.65771677),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2548,90,8/12/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.4371104, 36.12104977),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
2549,52,8/13/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.4369477, 35.77872075),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2550,71,8/13/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.43600329, 35.77236484),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2551,71,8/15/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.41423933, 35.80093888),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2552,71,8/13/2018,Sandoval,Sandoval County,Cuba,2018,c(-106.43570091, 35.77324376),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2553,95,8/12/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.43804133, 36.11903559),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
2554,71,8/12/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.43915178, 36.11704683),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2555,71,8/11/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.33088874, 36.02703978),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2556,41,8/20/2018,Rio Arriba,Rio Arriba County,Cuba,2018,c(-106.852897927265, 36.1424532020801),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
2557,21,8/23/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.697643287579, 36.1859919503668),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2558,21,8/23/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.697643287579, 36.1859919503668),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2559,21,8/23/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.698147291417, 36.1858335743064),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
2560,42,8/25/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.60146402, 35.36086965),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2561,42,8/17/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.71214675, 35.67799639),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2562,42,8/24/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.49591578, 35.53069075),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2563,42,9/2/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.7302252, 35.45811408),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2564,42,8/30/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.70014904, 35.76977814),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2565,52,9/12/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.6559904, 35.83658266),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2566,42,9/12/2018,San Miguel,San Miguel County,Tierra y Montes,2018,c(-105.69008677, 35.65862291),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2567,52,9/14/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-106.23008572, 35.63336374),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2568,42,10/17/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.81437077, 35.57214932),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2569,42,10/17/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.8147657, 35.57100181),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2570,11,10/19/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.39311833, 36.23437454),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2571,52,10/19/2018,Rio Arriba,Rio Arriba County,East Rio Arriba,2018,c(-106.17538436, 36.09410878),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2572,23,10/26/2018,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2018,c(-105.79291776, 35.58084242),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
2573,11,10/22/2008,Taos,Taos County,Taos,2008,c(-105.733261108, 36.3364715576),Open Water,"Areas of open water, generally with less than 25% cover of vegetation or soil."
2574,81,4/25/2008,Bernalillo,Bernalillo County,Ciudad,2008,c(-106.685600281, 35.1311378479),Pasture/Hay,"Areas of grasses, legumes, or grass-legume mixtures planted for livestock grazing or the production of seed or hay crops."
2575,23,4/11/2016,Hidalgo,Hidalgo County,NA,2016,c(-108.743331909, 32.3523406982),"Developed, Medium Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 50-79% of the total cover.
2576,22,2/18/2017,Socorro,Socorro County,Socorro,2017,c(-106.891014099, 33.8044929504),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2577,52,9/16/2016,Lincoln,Lincoln County,Upper Hondo,2016,c(-105.76410675, 33.3957595825),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2578,52,9/8/2017,McKinley,McKinley County,McKinley,2017,c(-107.344154358, 35.8843688965),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2579,22,9/23/2017,Socorro,Socorro County,Socorro,2017,c(-106.891014099, 33.8044929504),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2580,22,6/13/2015,Santa Fe,Santa Fe County,NA,2015,c(-105.961723328, 35.6914596558),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
2581,52,11/1/2017,Otero,Otero County,Carlsbad,2017,c(-104.949707031, 32.1348762512),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2582,71,11/1/2017,Otero,Otero County,Carlsbad,2017,c(-104.935791016, 32.108631134),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
2583,52,11/1/2017,Otero,Otero County,Carlsbad,2017,c(-104.94002533, 32.095615387),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2584,52,11/2/2017,Otero,Otero County,Carlsbad,2017,c(-104.886230469, 32.0758781433),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2585,52,4/27/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-106.19146493, 35.7700262),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2586,52,5/31/2019,Sandoval,Sandoval County,Coronado,2019,c(-106.28854915, 35.70659841),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2587,42,5/23/2019,Santa Fe,Santa Fe County,Santa Fe-Pojoaque,2019,c(-105.9158527, 35.75885548),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2588,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.7013809, 35.6652369),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2589,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6890821, 35.7494098),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2590,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6898759, 35.6593996),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2591,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6907314, 35.7542096),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2592,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6898728, 35.6594026),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2593,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.7023723, 35.6669025),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2594,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6682391, 35.4504648),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2595,42,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6733383, 35.4647954),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2596,52,6/28/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6601507, 35.4350507),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
2597,42,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.7021574, 35.6666658),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
2598,41,7/1/2019,San Miguel,San Miguel County,Tierra y Montes,2019,c(-105.6919098, 35.7594483),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
